record_type,city,product,locality_name,property_type,avg_price_per_sqft,min_price,max_price,total_listings,locality_url,has_trend_data,trend_Apr'25-Jun'25,trend_Jan'26-Mar'26,trend_July'25-Sept'25,trend_Oct'25-Dec'25,trend_raw
locality,Agra,buy,Nirala,Apartment,"₹3,037","₹2,272","₹3,500",2,https://housing.com/in/buy/agra/nirala-gid/,yes,3035,3037,3186,3264,"[[""Apr'25-Jun'25"", 3035], [""July'25-Sept'25"", 3186], [""Oct'25-Dec'25"", 3264], [""Jan'26-Mar'26"", 3037]]"
locality,Agra,buy,Shamsabad,Apartment,"₹4,390","₹4,054","₹4,333",2,https://housing.com/in/buy/agra/shamsabad-gid/,yes,3976,4390,4281,4548,"[[""Apr'25-Jun'25"", 3976], [""July'25-Sept'25"", 4281], [""Oct'25-Dec'25"", 4548], [""Jan'26-Mar'26"", 4390]]"
locality,Agra,buy,Tora,Apartment,"₹3,725","₹3,725","₹3,725",1,https://housing.com/in/buy/agra/tora-gid/,yes,4062,3725,4399,4230,"[[""Apr'25-Jun'25"", 4062], [""July'25-Sept'25"", 4399], [""Oct'25-Dec'25"", 4230], [""Jan'26-Mar'26"", 3725]]"
locality,Agra,buy,Shahganj,Apartment,"₹2,895","₹3,205","₹3,205",1,https://housing.com/in/buy/agra/shahganj-gid/,yes,2975,2895,3044,2689,"[[""Apr'25-Jun'25"", 2975], [""July'25-Sept'25"", 3044], [""Oct'25-Dec'25"", 2689], [""Jan'26-Mar'26"", 2895]]"
locality,Agra,buy,Jaupura,Apartment,"₹1,986","₹1,986","₹1,986",1,https://housing.com/in/buy/agra/jaupura-gid/,no,,,,,null
locality,Agra,buy,Defence Estate,Apartment,"₹3,754","₹3,750","₹3,750",1,https://housing.com/in/buy/agra/defence-estate-gid/,yes,,3754,,3759,"[[""Oct'25-Dec'25"", 3759], [""Jan'26-Mar'26"", 3754]]"
locality,Agra,buy,Ramnagar Khandauli,Apartment,"₹2,176","₹2,176","₹2,176",1,https://housing.com/in/buy/agra/ramnagar-khandauli-gid/,no,,,,,null
locality,Agra,buy,Bamrauli Katara,Apartment,"₹4,000","₹4,000","₹4,000",1,https://housing.com/in/buy/agra/bamrauli-katara-gid/,no,,,,,null
locality,Agra,buy,Idgah Colony,Independent House,"₹4,713","₹2,666","₹6,365",5,https://housing.com/in/buy/agra/idgah-colony-gid/,yes,5234,4713,4791,5254,"[[""Apr'25-Jun'25"", 5234], [""July'25-Sept'25"", 4791], [""Oct'25-Dec'25"", 5254], [""Jan'26-Mar'26"", 4713]]"
locality,Agra,buy,Kundol,Independent House,"₹4,793","₹4,374","₹5,443",5,https://housing.com/in/buy/agra/kundol-gid/,yes,,4793,4749,4605,"[[""July'25-Sept'25"", 4749], [""Oct'25-Dec'25"", 4605], [""Jan'26-Mar'26"", 4793]]"
locality,Agra,buy,Rakabganj,Independent House,"₹6,312","₹3,571","₹12,000",5,https://housing.com/in/buy/agra/rakabganj-gid/,yes,,6312,8205,6449,"[[""July'25-Sept'25"", 8205], [""Oct'25-Dec'25"", 6449], [""Jan'26-Mar'26"", 6312]]"
locality,Agra,buy,Bainpur Mustkil,Independent House,"₹5,241","₹4,000","₹6,250",5,https://housing.com/in/buy/agra/bainpur-mustkil-gid/,yes,,5241,6628,5938,"[[""July'25-Sept'25"", 6628], [""Oct'25-Dec'25"", 5938], [""Jan'26-Mar'26"", 5241]]"
locality,Agra,buy,Civil Lines,Independent House,"₹11,225","₹4,494","₹25,177",4,https://housing.com/in/buy/agra/civil-lines-gid/,yes,,11225,11376,13312,"[[""July'25-Sept'25"", 11376], [""Oct'25-Dec'25"", 13312], [""Jan'26-Mar'26"", 11225]]"
locality,Agra,buy,Nainana Jat,Independent House,"₹4,905","₹3,622","₹6,000",4,https://housing.com/in/buy/agra/nainana-jat-gid/,yes,,4905,,4524,"[[""Oct'25-Dec'25"", 4524], [""Jan'26-Mar'26"", 4905]]"
locality,Agra,buy,Amarpura,Independent House,"₹2,809","₹1,127","₹5,050",4,https://housing.com/in/buy/agra/amarpura-gid/,yes,,2809,3606,3428,"[[""July'25-Sept'25"", 3606], [""Oct'25-Dec'25"", 3428], [""Jan'26-Mar'26"", 2809]]"
