record_type,city,product,locality_name,property_type,avg_price_per_sqft,min_price,max_price,total_listings,locality_url,has_trend_data,trend_Apr'25-Jun'25,trend_Jan'26-Mar'26,trend_July'25-Sept'25,trend_Oct'25-Dec'25,trend_raw
locality,Ahmedabad,buy,Maninagar,Apartment,"₹5,409","₹2,000","₹13,827",272,https://housing.com/in/buy/ahmedabad/maninagar-gid/,yes,4917,5409,5319,5376,"[[""Apr'25-Jun'25"", 4917], [""July'25-Sept'25"", 5319], [""Oct'25-Dec'25"", 5376], [""Jan'26-Mar'26"", 5409]]"
locality,Ahmedabad,buy,Paldi,Apartment,"₹6,757","₹3,767","₹10,185",243,https://housing.com/in/buy/ahmedabad/paldi-gid/,yes,6949,6757,6677,6845,"[[""Apr'25-Jun'25"", 6949], [""July'25-Sept'25"", 6677], [""Oct'25-Dec'25"", 6845], [""Jan'26-Mar'26"", 6757]]"
locality,Ahmedabad,buy,Zundal,Apartment,"₹4,690","₹2,750","₹8,641",239,https://housing.com/in/buy/ahmedabad/zundal-gid/,yes,4424,4690,4453,4496,"[[""Apr'25-Jun'25"", 4424], [""July'25-Sept'25"", 4453], [""Oct'25-Dec'25"", 4496], [""Jan'26-Mar'26"", 4690]]"
locality,Ahmedabad,buy,Nikol,Apartment,"₹4,440","₹1,724","₹10,752",234,https://housing.com/in/buy/ahmedabad/nikol-gid/,yes,4498,4440,4373,4770,"[[""Apr'25-Jun'25"", 4498], [""July'25-Sept'25"", 4373], [""Oct'25-Dec'25"", 4770], [""Jan'26-Mar'26"", 4440]]"
locality,Ahmedabad,buy,Vastral,Apartment,"₹3,882","₹2,210","₹7,428",231,https://housing.com/in/buy/ahmedabad/vastral-gid/,yes,3672,3882,3654,3737,"[[""Apr'25-Jun'25"", 3672], [""July'25-Sept'25"", 3654], [""Oct'25-Dec'25"", 3737], [""Jan'26-Mar'26"", 3882]]"
locality,Ahmedabad,buy,Satellite,Apartment,"₹8,102","₹3,333","₹15,465",218,https://housing.com/in/buy/ahmedabad/satellite-gid/,yes,7932,8102,7670,8138,"[[""Apr'25-Jun'25"", 7932], [""July'25-Sept'25"", 7670], [""Oct'25-Dec'25"", 8138], [""Jan'26-Mar'26"", 8102]]"
locality,Ahmedabad,buy,Thaltej,Apartment,"₹8,172","₹3,376","₹14,043",201,https://housing.com/in/buy/ahmedabad/thaltej-gid/,yes,7887,8172,8106,8346,"[[""Apr'25-Jun'25"", 7887], [""July'25-Sept'25"", 8106], [""Oct'25-Dec'25"", 8346], [""Jan'26-Mar'26"", 8172]]"
locality,Ahmedabad,buy,Jagatpur,Apartment,"₹5,554","₹3,333","₹12,734",199,https://housing.com/in/buy/ahmedabad/jagatpur-gid/,yes,5221,5554,5554,5220,"[[""Apr'25-Jun'25"", 5221], [""July'25-Sept'25"", 5554], [""Oct'25-Dec'25"", 5220], [""Jan'26-Mar'26"", 5554]]"
locality,Ahmedabad,buy,Shilaj,Apartment,"₹6,251","₹3,355","₹11,614",194,https://housing.com/in/buy/ahmedabad/shilaj-gid/,yes,6076,6251,5869,6128,"[[""Apr'25-Jun'25"", 6076], [""July'25-Sept'25"", 5869], [""Oct'25-Dec'25"", 6128], [""Jan'26-Mar'26"", 6251]]"
locality,Ahmedabad,buy,New Ranip,Apartment,"₹4,573","₹2,655","₹6,504",191,https://housing.com/in/buy/ahmedabad/new-ranip-gid/,yes,4468,4573,4582,4566,"[[""Apr'25-Jun'25"", 4468], [""July'25-Sept'25"", 4582], [""Oct'25-Dec'25"", 4566], [""Jan'26-Mar'26"", 4573]]"
locality,Ahmedabad,buy,Bodakdev,Apartment,"₹9,507","₹2,857","₹17,698",189,https://housing.com/in/buy/ahmedabad/bodakdev-gid/,yes,8896,9507,9360,9553,"[[""Apr'25-Jun'25"", 8896], [""July'25-Sept'25"", 9360], [""Oct'25-Dec'25"", 9553], [""Jan'26-Mar'26"", 9507]]"
locality,Ahmedabad,buy,Shantigram,Apartment,"₹7,309","₹4,385","₹13,227",179,https://housing.com/in/buy/ahmedabad/shantigram-gid/,yes,7107,7309,6972,7018,"[[""Apr'25-Jun'25"", 7107], [""July'25-Sept'25"", 6972], [""Oct'25-Dec'25"", 7018], [""Jan'26-Mar'26"", 7309]]"
locality,Ahmedabad,buy,Ghuma,Apartment,"₹4,980","₹3,200","₹10,317",168,https://housing.com/in/buy/ahmedabad/ghuma-gid/,yes,4724,4980,4942,4999,"[[""Apr'25-Jun'25"", 4724], [""July'25-Sept'25"", 4942], [""Oct'25-Dec'25"", 4999], [""Jan'26-Mar'26"", 4980]]"
locality,Ahmedabad,buy,Nava Naroda,Apartment,"₹4,032","₹1,714","₹9,883",153,https://housing.com/in/buy/ahmedabad/nava-naroda-gid/,yes,3795,4032,3876,3977,"[[""Apr'25-Jun'25"", 3795], [""July'25-Sept'25"", 3876], [""Oct'25-Dec'25"", 3977], [""Jan'26-Mar'26"", 4032]]"
locality,Ahmedabad,buy,South Bopal,Independent House,"₹11,133","₹5,138","₹21,523",109,https://housing.com/in/buy/ahmedabad/south-bopal-gid/,yes,11323,11133,10507,10506,"[[""Apr'25-Jun'25"", 11323], [""July'25-Sept'25"", 10507], [""Oct'25-Dec'25"", 10506], [""Jan'26-Mar'26"", 11133]]"
locality,Ahmedabad,buy,Thaltej,Independent House,"₹16,092","₹7,575","₹33,333",83,https://housing.com/in/buy/ahmedabad/thaltej-gid/,yes,16491,16092,16375,16257,"[[""Apr'25-Jun'25"", 16491], [""July'25-Sept'25"", 16375], [""Oct'25-Dec'25"", 16257], [""Jan'26-Mar'26"", 16092]]"
locality,Ahmedabad,buy,Chandkheda,Independent House,"₹11,838","₹5,333","₹19,197",62,https://housing.com/in/buy/ahmedabad/chandkheda-gid/,yes,11125,11838,10871,10412,"[[""Apr'25-Jun'25"", 11125], [""July'25-Sept'25"", 10871], [""Oct'25-Dec'25"", 10412], [""Jan'26-Mar'26"", 11838]]"
locality,Ahmedabad,buy,Isanpur,Independent House,"₹7,848","₹2,469","₹17,500",56,https://housing.com/in/buy/ahmedabad/isanpur-gid/,yes,6819,7848,7275,8290,"[[""Apr'25-Jun'25"", 6819], [""July'25-Sept'25"", 7275], [""Oct'25-Dec'25"", 8290], [""Jan'26-Mar'26"", 7848]]"
locality,Ahmedabad,buy,Maninagar,Independent House,"₹9,383","₹3,076","₹26,000",55,https://housing.com/in/buy/ahmedabad/maninagar-gid/,yes,8705,9383,9750,9202,"[[""Apr'25-Jun'25"", 8705], [""July'25-Sept'25"", 9750], [""Oct'25-Dec'25"", 9202], [""Jan'26-Mar'26"", 9383]]"
locality,Ahmedabad,buy,Vastral,Independent House,"₹9,844","₹3,267","₹22,222",45,https://housing.com/in/buy/ahmedabad/vastral-gid/,yes,9830,9844,10557,11352,"[[""Apr'25-Jun'25"", 9830], [""July'25-Sept'25"", 10557], [""Oct'25-Dec'25"", 11352], [""Jan'26-Mar'26"", 9844]]"
locality,Ahmedabad,buy,Satellite,Independent House,"₹16,879","₹9,259","₹29,239",42,https://housing.com/in/buy/ahmedabad/satellite-gid/,yes,15196,16879,14592,15867,"[[""Apr'25-Jun'25"", 15196], [""July'25-Sept'25"", 14592], [""Oct'25-Dec'25"", 15867], [""Jan'26-Mar'26"", 16879]]"
locality,Ahmedabad,buy,Bodakdev,Independent House,"₹14,291","₹7,294","₹27,094",42,https://housing.com/in/buy/ahmedabad/bodakdev-gid/,yes,13823,14291,13106,15809,"[[""Apr'25-Jun'25"", 13823], [""July'25-Sept'25"", 13106], [""Oct'25-Dec'25"", 15809], [""Jan'26-Mar'26"", 14291]]"
locality,Ahmedabad,buy,Ghodasar,Independent House,"₹9,282","₹4,000","₹56,129",39,https://housing.com/in/buy/ahmedabad/ghodasar-gid/,yes,9651,9282,8922,8144,"[[""Apr'25-Jun'25"", 9651], [""July'25-Sept'25"", 8922], [""Oct'25-Dec'25"", 8144], [""Jan'26-Mar'26"", 9282]]"
locality,Ahmedabad,buy,Nikol,Independent House,"₹12,395","₹2,666","₹30,000",32,https://housing.com/in/buy/ahmedabad/nikol-gid/,yes,9628,12395,9351,9213,"[[""Apr'25-Jun'25"", 9628], [""July'25-Sept'25"", 9351], [""Oct'25-Dec'25"", 9213], [""Jan'26-Mar'26"", 12395]]"
locality,Ahmedabad,buy,Ghatlodiya,Independent House,"₹11,762","₹6,500","₹20,263",32,https://housing.com/in/buy/ahmedabad/ghatlodiya-gid/,yes,12268,11762,11567,11266,"[[""Apr'25-Jun'25"", 12268], [""July'25-Sept'25"", 11567], [""Oct'25-Dec'25"", 11266], [""Jan'26-Mar'26"", 11762]]"
locality,Ahmedabad,buy,Ghuma,Independent House,"₹9,418","₹4,838","₹43,333",30,https://housing.com/in/buy/ahmedabad/ghuma-gid/,yes,10169,9418,9396,8764,"[[""Apr'25-Jun'25"", 10169], [""July'25-Sept'25"", 9396], [""Oct'25-Dec'25"", 8764], [""Jan'26-Mar'26"", 9418]]"
locality,Ahmedabad,buy,Science City,Independent House,"₹17,850","₹9,932","₹26,455",30,https://housing.com/in/buy/ahmedabad/science-city-gid/,yes,16040,17850,15124,16381,"[[""Apr'25-Jun'25"", 16040], [""July'25-Sept'25"", 15124], [""Oct'25-Dec'25"", 16381], [""Jan'26-Mar'26"", 17850]]"
locality,Ahmedabad,buy,Shela,Independent House,"₹15,738","₹7,500",₹1 Lakh,25,https://housing.com/in/buy/ahmedabad/shela-gid/,yes,11783,15738,11708,11935,"[[""Apr'25-Jun'25"", 11783], [""July'25-Sept'25"", 11708], [""Oct'25-Dec'25"", 11935], [""Jan'26-Mar'26"", 15738]]"
locality,Ahmedabad,buy,Odhav,Independent House,"₹9,554","₹3,103","₹30,555",22,https://housing.com/in/buy/ahmedabad/odhav-gid/,yes,7826,9554,7187,7492,"[[""Apr'25-Jun'25"", 7826], [""July'25-Sept'25"", 7187], [""Oct'25-Dec'25"", 7492], [""Jan'26-Mar'26"", 9554]]"
locality,Ahmedabad,buy,Motera,Independent House,"₹13,183","₹1,764","₹16,835",22,https://housing.com/in/buy/ahmedabad/motera-gid/,yes,11306,13183,11289,13019,"[[""Apr'25-Jun'25"", 11306], [""July'25-Sept'25"", 11289], [""Oct'25-Dec'25"", 13019], [""Jan'26-Mar'26"", 13183]]"
locality,Ahmedabad,buy,Prahlad Nagar,Independent House,"₹16,246","₹7,200","₹30,555",21,https://housing.com/in/buy/ahmedabad/prahlad-nagar-gid/,yes,26434,16246,27680,18634,"[[""Apr'25-Jun'25"", 26434], [""July'25-Sept'25"", 27680], [""Oct'25-Dec'25"", 18634], [""Jan'26-Mar'26"", 16246]]"
locality,Ahmedabad,buy,Nava Naroda,Independent House,"₹7,897","₹2,051","₹13,174",21,https://housing.com/in/buy/ahmedabad/nava-naroda-gid/,yes,8095,7897,8999,9538,"[[""Apr'25-Jun'25"", 8095], [""July'25-Sept'25"", 8999], [""Oct'25-Dec'25"", 9538], [""Jan'26-Mar'26"", 7897]]"
locality,Ahmedabad,buy,Bapunagar,Independent House,"₹8,278","₹2,714","₹19,323",19,https://housing.com/in/buy/ahmedabad/bapunagar-gid/,yes,7260,8278,7838,7442,"[[""Apr'25-Jun'25"", 7260], [""July'25-Sept'25"", 7838], [""Oct'25-Dec'25"", 7442], [""Jan'26-Mar'26"", 8278]]"
locality,Ahmedabad,buy,Paldi,Independent House,"₹14,306","₹6,333","₹23,856",19,https://housing.com/in/buy/ahmedabad/paldi-gid/,yes,11558,14306,11712,14791,"[[""Apr'25-Jun'25"", 11558], [""July'25-Sept'25"", 11712], [""Oct'25-Dec'25"", 14791], [""Jan'26-Mar'26"", 14306]]"
locality,Ahmedabad,buy,South Bopal,Villa,"₹12,332","₹4,166","₹20,638",113,https://housing.com/in/buy/ahmedabad/south-bopal-gid/,yes,,12332,11226,12270,"[[""July'25-Sept'25"", 11226], [""Oct'25-Dec'25"", 12270], [""Jan'26-Mar'26"", 12332]]"
locality,Ahmedabad,buy,Shela,Villa,"₹12,059","₹5,935","₹19,074",67,https://housing.com/in/buy/ahmedabad/shela-gid/,yes,19736,12059,16338,12009,"[[""Apr'25-Jun'25"", 19736], [""July'25-Sept'25"", 16338], [""Oct'25-Dec'25"", 12009], [""Jan'26-Mar'26"", 12059]]"
locality,Ahmedabad,buy,Thaltej,Villa,"₹24,490","₹8,375",₹1 Lakh,62,https://housing.com/in/buy/ahmedabad/thaltej-gid/,yes,17629,24490,17787,18977,"[[""Apr'25-Jun'25"", 17629], [""July'25-Sept'25"", 17787], [""Oct'25-Dec'25"", 18977], [""Jan'26-Mar'26"", 24490]]"
locality,Ahmedabad,buy,Chandkheda,Villa,"₹12,679","₹6,000","₹19,444",51,https://housing.com/in/buy/ahmedabad/chandkheda-gid/,yes,11216,12679,10969,12382,"[[""Apr'25-Jun'25"", 11216], [""July'25-Sept'25"", 10969], [""Oct'25-Dec'25"", 12382], [""Jan'26-Mar'26"", 12679]]"
locality,Ahmedabad,buy,Vastral,Villa,"₹10,972","₹6,419","₹20,202",37,https://housing.com/in/buy/ahmedabad/vastral-gid/,yes,11439,10972,10646,10777,"[[""Apr'25-Jun'25"", 11439], [""July'25-Sept'25"", 10646], [""Oct'25-Dec'25"", 10777], [""Jan'26-Mar'26"", 10972]]"
locality,Ahmedabad,buy,Sola,Villa,"₹17,843","₹7,916","₹35,087",25,https://housing.com/in/buy/ahmedabad/sola-gid/,yes,15132,17843,18372,17198,"[[""Apr'25-Jun'25"", 15132], [""July'25-Sept'25"", 18372], [""Oct'25-Dec'25"", 17198], [""Jan'26-Mar'26"", 17843]]"
locality,Ahmedabad,buy,Shilaj,Villa,"₹13,477","₹9,027","₹20,947",23,https://housing.com/in/buy/ahmedabad/shilaj-gid/,yes,15411,13477,15302,15145,"[[""Apr'25-Jun'25"", 15411], [""July'25-Sept'25"", 15302], [""Oct'25-Dec'25"", 15145], [""Jan'26-Mar'26"", 13477]]"
locality,Ahmedabad,buy,Ghuma,Villa,"₹9,198","₹4,793","₹17,407",22,https://housing.com/in/buy/ahmedabad/ghuma-gid/,yes,10310,9198,9123,8969,"[[""Apr'25-Jun'25"", 10310], [""July'25-Sept'25"", 9123], [""Oct'25-Dec'25"", 8969], [""Jan'26-Mar'26"", 9198]]"
locality,Ahmedabad,buy,Shantipura,Villa,"₹11,530","₹6,009","₹20,512",21,https://housing.com/in/buy/ahmedabad/shantipura-gid/,yes,,11530,12537,11698,"[[""July'25-Sept'25"", 12537], [""Oct'25-Dec'25"", 11698], [""Jan'26-Mar'26"", 11530]]"
locality,Ahmedabad,buy,Nikol,Villa,"₹13,464","₹5,079","₹29,333",21,https://housing.com/in/buy/ahmedabad/nikol-gid/,yes,14978,13464,15228,13749,"[[""Apr'25-Jun'25"", 14978], [""July'25-Sept'25"", 15228], [""Oct'25-Dec'25"", 13749], [""Jan'26-Mar'26"", 13464]]"
locality,Ahmedabad,buy,Motera,Villa,"₹13,543","₹5,555","₹19,607",21,https://housing.com/in/buy/ahmedabad/motera-gid/,yes,32238,13543,25078,18587,"[[""Apr'25-Jun'25"", 32238], [""July'25-Sept'25"", 25078], [""Oct'25-Dec'25"", 18587], [""Jan'26-Mar'26"", 13543]]"
locality,Ahmedabad,buy,Bavla,Villa,"₹5,232","₹1,666","₹7,256",17,https://housing.com/in/buy/ahmedabad/bavla-gid/,yes,4974,5232,4153,4770,"[[""Apr'25-Jun'25"", 4974], [""July'25-Sept'25"", 4153], [""Oct'25-Dec'25"", 4770], [""Jan'26-Mar'26"", 5232]]"
locality,Ahmedabad,buy,Maninagar,Villa,"₹11,294","₹3,700","₹22,500",16,https://housing.com/in/buy/ahmedabad/maninagar-gid/,no,,,,,null
locality,Ahmedabad,buy,Bodakdev,Villa,"₹58,162","₹10,738",₹1 Lakh,15,https://housing.com/in/buy/ahmedabad/bodakdev-gid/,no,,,,,null
locality,Ahmedabad,buy,Satellite,Villa,"₹16,535","₹8,014","₹29,166",15,https://housing.com/in/buy/ahmedabad/satellite-gid/,yes,24318,16535,17705,16239,"[[""Apr'25-Jun'25"", 24318], [""July'25-Sept'25"", 17705], [""Oct'25-Dec'25"", 16239], [""Jan'26-Mar'26"", 16535]]"
locality,Ahmedabad,buy,Prahlad Nagar,Villa,"₹16,029","₹7,636","₹25,720",15,https://housing.com/in/buy/ahmedabad/prahlad-nagar-gid/,yes,50434,16029,37123,25078,"[[""Apr'25-Jun'25"", 50434], [""July'25-Sept'25"", 37123], [""Oct'25-Dec'25"", 25078], [""Jan'26-Mar'26"", 16029]]"
locality,Ahmedabad,buy,Bopal,Villa,"₹11,245","₹5,714","₹16,049",14,https://housing.com/in/buy/ahmedabad/bopal-gid/,yes,10197,11245,10348,11558,"[[""Apr'25-Jun'25"", 10197], [""July'25-Sept'25"", 10348], [""Oct'25-Dec'25"", 11558], [""Jan'26-Mar'26"", 11245]]"
locality,Ahmedabad,buy,Bhadaj,Villa,"₹25,679","₹10,733",₹1 Lakh,13,https://housing.com/in/buy/ahmedabad/bhadaj-gid/,yes,26254,25679,26116,30197,"[[""Apr'25-Jun'25"", 26254], [""July'25-Sept'25"", 26116], [""Oct'25-Dec'25"", 30197], [""Jan'26-Mar'26"", 25679]]"
locality,Ahmedabad,buy,Ambawadi,Villa,"₹16,592","₹9,873","₹32,272",11,https://housing.com/in/buy/ahmedabad/ambawadi-gid/,yes,19180,16592,16218,17784,"[[""Apr'25-Jun'25"", 19180], [""July'25-Sept'25"", 16218], [""Oct'25-Dec'25"", 17784], [""Jan'26-Mar'26"", 16592]]"
locality,Ahmedabad,buy,Vaishno Devi Circle,Villa,"₹31,814","₹10,370",₹1 Lakh,10,https://housing.com/in/buy/ahmedabad/vaishno-devi-circle-gid/,no,,,,,null
locality,Ahmedabad,buy,Ambli,Apartment,"₹9,475","₹6,008","₹18,685",147,https://housing.com/in/buy/ahmedabad/ambli-gid/,yes,9006,9475,9331,9474,"[[""Apr'25-Jun'25"", 9006], [""July'25-Sept'25"", 9331], [""Oct'25-Dec'25"", 9474], [""Jan'26-Mar'26"", 9475]]"
locality,Ahmedabad,buy,Narolgam,Apartment,"₹2,751","₹1,473","₹5,777",143,https://housing.com/in/buy/ahmedabad/narolgam-gid/,yes,2849,2751,2837,2858,"[[""Apr'25-Jun'25"", 2849], [""July'25-Sept'25"", 2837], [""Oct'25-Dec'25"", 2858], [""Jan'26-Mar'26"", 2751]]"
locality,Ahmedabad,buy,Jodhpur,Apartment,"₹8,221","₹3,655","₹17,105",139,https://housing.com/in/buy/ahmedabad/jodhpur-gid/,yes,7829,8221,7954,8299,"[[""Apr'25-Jun'25"", 7829], [""July'25-Sept'25"", 7954], [""Oct'25-Dec'25"", 8299], [""Jan'26-Mar'26"", 8221]]"
locality,Ahmedabad,buy,Vatva,Apartment,"₹3,407","₹1,419","₹9,333",136,https://housing.com/in/buy/ahmedabad/vatva-gid/,yes,2847,3407,3065,3252,"[[""Apr'25-Jun'25"", 2847], [""July'25-Sept'25"", 3065], [""Oct'25-Dec'25"", 3252], [""Jan'26-Mar'26"", 3407]]"
locality,Ahmedabad,buy,Vastrapur,Apartment,"₹8,465","₹2,000","₹13,636",121,https://housing.com/in/buy/ahmedabad/vastrapur-gid/,yes,7742,8465,7792,8231,"[[""Apr'25-Jun'25"", 7742], [""July'25-Sept'25"", 7792], [""Oct'25-Dec'25"", 8231], [""Jan'26-Mar'26"", 8465]]"
locality,Ahmedabad,buy,Hanspura,Apartment,"₹3,668","₹2,375","₹8,541",120,https://housing.com/in/buy/ahmedabad/hanspura-gid/,yes,3865,3668,3861,3983,"[[""Apr'25-Jun'25"", 3865], [""July'25-Sept'25"", 3861], [""Oct'25-Dec'25"", 3983], [""Jan'26-Mar'26"", 3668]]"
locality,Ahmedabad,buy,Motera,Apartment,"₹5,480","₹3,882","₹10,280",118,https://housing.com/in/buy/ahmedabad/motera-gid/,yes,5276,5480,5307,5275,"[[""Apr'25-Jun'25"", 5276], [""July'25-Sept'25"", 5307], [""Oct'25-Dec'25"", 5275], [""Jan'26-Mar'26"", 5480]]"
locality,Ahmedabad,buy,Tragad,Apartment,"₹5,150","₹2,709","₹9,976",110,https://housing.com/in/buy/ahmedabad/tragad-gid/,yes,4932,5150,4834,4881,"[[""Apr'25-Jun'25"", 4932], [""July'25-Sept'25"", 4834], [""Oct'25-Dec'25"", 4881], [""Jan'26-Mar'26"", 5150]]"
locality,Ahmedabad,buy,Vejalpur,Apartment,"₹4,968","₹2,469","₹8,797",109,https://housing.com/in/buy/ahmedabad/vejalpur-gid/,yes,4825,4968,4868,4844,"[[""Apr'25-Jun'25"", 4825], [""July'25-Sept'25"", 4868], [""Oct'25-Dec'25"", 4844], [""Jan'26-Mar'26"", 4968]]"
locality,Ahmedabad,buy,Prahlad Nagar,Apartment,"₹8,582","₹2,250","₹14,206",108,https://housing.com/in/buy/ahmedabad/prahlad-nagar-gid/,yes,8629,8582,8411,8340,"[[""Apr'25-Jun'25"", 8629], [""July'25-Sept'25"", 8411], [""Oct'25-Dec'25"", 8340], [""Jan'26-Mar'26"", 8582]]"
locality,Ahmedabad,buy,Ghatlodiya,Apartment,"₹5,810","₹1,338","₹9,600",105,https://housing.com/in/buy/ahmedabad/ghatlodiya-gid/,yes,5770,5810,6061,5878,"[[""Apr'25-Jun'25"", 5770], [""July'25-Sept'25"", 6061], [""Oct'25-Dec'25"", 5878], [""Jan'26-Mar'26"", 5810]]"
locality,Ahmedabad,buy,Naranpura,Apartment,"₹7,139","₹3,628","₹13,645",96,https://housing.com/in/buy/ahmedabad/naranpura-gid/,yes,6898,7139,6966,7175,"[[""Apr'25-Jun'25"", 6898], [""July'25-Sept'25"", 6966], [""Oct'25-Dec'25"", 7175], [""Jan'26-Mar'26"", 7139]]"
locality,Ahmedabad,buy,Science City,Apartment,"₹7,444","₹4,222","₹12,000",94,https://housing.com/in/buy/ahmedabad/science-city-gid/,yes,7633,7444,7917,8138,"[[""Apr'25-Jun'25"", 7633], [""July'25-Sept'25"", 7917], [""Oct'25-Dec'25"", 8138], [""Jan'26-Mar'26"", 7444]]"
locality,Ahmedabad,buy,Ambawadi,Apartment,"₹8,066","₹3,585","₹13,274",91,https://housing.com/in/buy/ahmedabad/ambawadi-gid/,yes,7420,8066,7985,8051,"[[""Apr'25-Jun'25"", 7420], [""July'25-Sept'25"", 7985], [""Oct'25-Dec'25"", 8051], [""Jan'26-Mar'26"", 8066]]"
locality,Ahmedabad,buy,Vasna,Apartment,"₹6,386","₹3,055","₹12,727",85,https://housing.com/in/buy/ahmedabad/vasna-gid/,yes,6169,6386,6049,6290,"[[""Apr'25-Jun'25"", 6169], [""July'25-Sept'25"", 6049], [""Oct'25-Dec'25"", 6290], [""Jan'26-Mar'26"", 6386]]"
locality,Ahmedabad,buy,Sola,Apartment,"₹7,354","₹5,393","₹11,666",84,https://housing.com/in/buy/ahmedabad/sola-gid/,yes,7063,7354,7241,6966,"[[""Apr'25-Jun'25"", 7063], [""July'25-Sept'25"", 7241], [""Oct'25-Dec'25"", 6966], [""Jan'26-Mar'26"", 7354]]"
locality,Ahmedabad,buy,Chandlodia,Apartment,"₹4,924","₹2,141","₹8,602",77,https://housing.com/in/buy/ahmedabad/chandlodia-gid/,yes,4775,4924,4924,5392,"[[""Apr'25-Jun'25"", 4775], [""July'25-Sept'25"", 4924], [""Oct'25-Dec'25"", 5392], [""Jan'26-Mar'26"", 4924]]"
locality,Ahmedabad,buy,New Maninagar,Apartment,"₹3,694","₹2,450","₹5,867",76,https://housing.com/in/buy/ahmedabad/new-maninagar-gid/,yes,3805,3694,3385,3618,"[[""Apr'25-Jun'25"", 3805], [""July'25-Sept'25"", 3385], [""Oct'25-Dec'25"", 3618], [""Jan'26-Mar'26"", 3694]]"
locality,Ahmedabad,buy,Chharodi,Apartment,"₹5,727","₹4,333","₹9,481",76,https://housing.com/in/buy/ahmedabad/chharodi-gid/,yes,5435,5727,5575,5820,"[[""Apr'25-Jun'25"", 5435], [""July'25-Sept'25"", 5575], [""Oct'25-Dec'25"", 5820], [""Jan'26-Mar'26"", 5727]]"
locality,Ahmedabad,buy,Nana Chiloda,Apartment,"₹3,846","₹2,525","₹7,346",75,https://housing.com/in/buy/ahmedabad/nana-chiloda-gid/,yes,4599,3846,4123,3967,"[[""Apr'25-Jun'25"", 4599], [""July'25-Sept'25"", 4123], [""Oct'25-Dec'25"", 3967], [""Jan'26-Mar'26"", 3846]]"
