city_name,city_page_url,price_trend_url
bhopal,https://housing.com/in/buy/real-estate-bhopal,https://housing.com/price-trends/property-rates-for-buy-in-bhopal_madhya_pradesh-P4yqrgzyc6fg2kj85
bhubaneswar,https://housing.com/in/buy/real-estate-bhubaneswar,https://housing.com/price-trends/property-rates-for-buy-in-bhubaneswar_odisha-P2dcj99i52op6rf0f
bhuj,https://housing.com/in/buy/real-estate-bhuj,https://housing.com/price-trends/property-rates-for-buy-in-bhuj_gujarat-P2nmnng2c4jfs6ule
bidar,https://housing.com/in/buy/real-estate-bidar,https://housing.com/price-trends/property-rates-for-buy-in-bidar_india-P227vldu86tji2cpc
bihar_sharif,https://housing.com/in/buy/real-estate-bihar_sharif,https://housing.com/price-trends/property-rates-for-buy-in-bihar_sharif_bihar-P2jcvkstmnduy87aa
bijapur,https://housing.com/in/buy/real-estate-bijapur,https://housing.com/price-trends/property-rates-for-buy-in-bijapur_chhattisgarh-P2lb3f7oqhnbsqc4c
bijnor,https://housing.com/in/buy/real-estate-bijnor,https://housing.com/price-trends/property-rates-for-buy-in-bijnor_uttar_pradesh-P2mn8n9a60dqahtwh
bikaner,https://housing.com/in/buy/real-estate-bikaner,https://housing.com/price-trends/property-rates-for-buy-in-bikaner_rajasthan-P246crf6wufsjp1xw
bilaspur,https://housing.com/in/buy/real-estate-bilaspur,https://housing.com/price-trends/property-rates-for-buy-in-bilaspur_chhattisgarh-Pqihjqpwpk5byft8
bilaspur_hp,https://housing.com/in/buy/real-estate-bilaspur_hp,https://housing.com/price-trends/property-rates-for-buy-in-bilaspur_hp_himachal_pradesh-Pr8zjs4z5ojrh6z5
bilimora,https://housing.com/in/buy/real-estate-bilimora,https://housing.com/price-trends/property-rates-for-buy-in-bilimora_gujarat-P50coo65gn7fbhifl
birbhum,https://housing.com/in/buy/real-estate-birbhum,https://housing.com/price-trends/property-rates-for-buy-in-birbhum_west_bengal-P5qitjn4qeh09g4nn
bishnupur,https://housing.com/in/buy/real-estate-bishnupur,https://housing.com/price-trends/property-rates-for-buy-in-bishnupur_manipur-P3mi58ecoy5vawb4u
bokaro_1,https://housing.com/in/buy/real-estate-bokaro_1,https://housing.com/price-trends/property-rates-for-buy-in-bokaro_jharkhand-P3v4vbcm3xppdulgb
bolpur,https://housing.com/in/buy/real-estate-bolpur,https://housing.com/price-trends/property-rates-for-buy-in-bolpur_santiniketan_west_bengal-Pncc5qsu3fxqgrvr
bongaigaon,https://housing.com/in/buy/real-estate-bongaigaon,https://housing.com/price-trends/property-rates-for-buy-in-bongaigaon_assam-P3hfa67wxpin286nb
botad,https://housing.com/in/buy/real-estate-botad,https://housing.com/price-trends/property-rates-for-buy-in-botad_gujarat-P33s1cfde35799gw1
brajrajnagar,https://housing.com/in/buy/real-estate-brajrajnagar,https://housing.com/price-trends/property-rates-for-buy-in-brajrajnagar_odisha-P3t6x3fg9orr1hfyi
budaun,https://housing.com/in/buy/real-estate-budaun,https://housing.com/price-trends/property-rates-for-buy-in-budaun_uttar_pradesh-P126jirw4nanilv5v
bulandshahr_uttar_pradesh,https://housing.com/in/buy/real-estate-bulandshahr_uttar_pradesh,https://housing.com/price-trends/property-rates-for-buy-in-bulandshahr_uttar_pradesh-P2x0te9bg0617g01t
