record_type,city,product,locality_name,property_type,avg_price_per_sqft,min_price,max_price,total_listings,locality_url,has_trend_data,trend_Apr'25-Jun'25,trend_Jan'26-Mar'26,trend_July'25-Sept'25,trend_Oct'25-Dec'25,trend_raw
locality,Agartala,rent,Badharghat,1 BHK,"₹4,833","₹5,000","₹5,000",1,https://housing.com/rent/flats-for-rent-in-badharghat-agartala-P6ba07mbamr3r4tro,yes,8500,4833,6500,4625,"[[""Apr'25-Jun'25"", 8500], [""July'25-Sept'25"", 6500], [""Oct'25-Dec'25"", 4625], [""Jan'26-Mar'26"", 4833]]"
locality,Agartala,rent,Jay Nagar,1 BHK,"₹9,250","₹10,000","₹10,000",1,https://housing.com/rent/flats-for-rent-in-jay-nagar-agartala-P5345i959lggiq2r4,yes,,9250,8750,8833,"[[""July'25-Sept'25"", 8750], [""Oct'25-Dec'25"", 8833], [""Jan'26-Mar'26"", 9250]]"
locality,Agartala,rent,Indranagar,1 BHK,"₹7,125","₹7,000","₹7,000",1,https://housing.com/rent/flats-for-rent-in-indranagar-agartala-P5dv5yxw42pf3c6vl,yes,9699,7125,8999,7200,"[[""Apr'25-Jun'25"", 9699], [""July'25-Sept'25"", 8999], [""Oct'25-Dec'25"", 7200], [""Jan'26-Mar'26"", 7125]]"
locality,Agartala,rent,Ram Nagar,1 BHK,"₹9,333","₹9,000","₹9,000",1,https://housing.com/rent/flats-for-rent-in-ram-nagar-agartala-P61c7fv77d4leg6zr,yes,11000,9333,12833,11800,"[[""Apr'25-Jun'25"", 11000], [""July'25-Sept'25"", 12833], [""Oct'25-Dec'25"", 11800], [""Jan'26-Mar'26"", 9333]]"
locality,Agartala,rent,Charipara,1 BHK,"₹9,250","₹10,000","₹10,000",1,https://housing.com/rent/flats-for-rent-in-charipara-agartala-P3j0c4aeate8guldy,yes,,9250,8750,8833,"[[""July'25-Sept'25"", 8750], [""Oct'25-Dec'25"", 8833], [""Jan'26-Mar'26"", 9250]]"
locality,Agartala,rent,Madhupur,1 BHK,"₹4,500","₹4,500","₹4,500",1,https://housing.com/rent/flats-for-rent-in-madhupur-agartala-P1eeckasymqeu9afa,yes,3666,4500,4333,4750,"[[""Apr'25-Jun'25"", 3666], [""July'25-Sept'25"", 4333], [""Oct'25-Dec'25"", 4750], [""Jan'26-Mar'26"", 4500]]"
locality,Agartala,rent,Dhaleswar,2 BHK,"₹10,125","₹9,000","₹12,000",4,https://housing.com/rent/flats-for-rent-in-dhaleswar-agartala-P4odo7mqis24boxmh,yes,10590,10125,11566,13868,"[[""Apr'25-Jun'25"", 10590], [""July'25-Sept'25"", 11566], [""Oct'25-Dec'25"", 13868], [""Jan'26-Mar'26"", 10125]]"
locality,Agartala,rent,Ram Nagar,2 BHK,"₹17,333","₹8,000","₹26,000",3,https://housing.com/rent/flats-for-rent-in-ram-nagar-agartala-P61c7fv77d4leg6zr,yes,16499,17333,16110,15499,"[[""Apr'25-Jun'25"", 16499], [""July'25-Sept'25"", 16110], [""Oct'25-Dec'25"", 15499], [""Jan'26-Mar'26"", 17333]]"
locality,Agartala,rent,Jay Nagar,2 BHK,"₹15,666","₹12,000","₹20,000",3,https://housing.com/rent/flats-for-rent-in-jay-nagar-agartala-P5345i959lggiq2r4,yes,,15666,8500,11562,"[[""July'25-Sept'25"", 8500], [""Oct'25-Dec'25"", 11562], [""Jan'26-Mar'26"", 15666]]"
locality,Agartala,rent,Krishna Nagar,2 BHK,"₹8,833","₹8,000","₹10,000",3,https://housing.com/rent/flats-for-rent-in-krishna-nagar-agartala-P451d70kf6cwvpsk3,yes,10000,8833,10000,9299,"[[""Apr'25-Jun'25"", 10000], [""July'25-Sept'25"", 10000], [""Oct'25-Dec'25"", 9299], [""Jan'26-Mar'26"", 8833]]"
locality,Agartala,rent,Bhati Abhoynagar,2 BHK,"₹9,000","₹8,000","₹10,000",2,https://housing.com/rent/flats-for-rent-in-bhati-abhoynagar-agartala-P529zy2uoq3tkh796,no,,,,,null
locality,Agartala,rent,Badharghat,2 BHK,"₹9,500","₹10,000","₹10,000",1,https://housing.com/rent/flats-for-rent-in-badharghat-agartala-P6ba07mbamr3r4tro,yes,,9500,9333,9285,"[[""July'25-Sept'25"", 9333], [""Oct'25-Dec'25"", 9285], [""Jan'26-Mar'26"", 9500]]"
locality,Agartala,rent,Reshambagan,2 BHK,"₹8,000","₹8,000","₹8,000",1,https://housing.com/rent/flats-for-rent-in-reshambagan-agartala-P18ona74rqf19uuuu,no,,,,,null
locality,Agartala,rent,Madhupur,2 BHK,"₹11,000","₹12,000","₹12,000",1,https://housing.com/rent/flats-for-rent-in-madhupur-agartala-P1eeckasymqeu9afa,yes,9699,11000,8472,9083,"[[""Apr'25-Jun'25"", 9699], [""July'25-Sept'25"", 8472], [""Oct'25-Dec'25"", 9083], [""Jan'26-Mar'26"", 11000]]"
locality,Agartala,rent,Battala,2 BHK,"₹13,000","₹15,000","₹15,000",1,https://housing.com/rent/flats-for-rent-in-battala-agartala-P22me82ztwng86vh4,yes,13500,13000,11250,11000,"[[""Apr'25-Jun'25"", 13500], [""July'25-Sept'25"", 11250], [""Oct'25-Dec'25"", 11000], [""Jan'26-Mar'26"", 13000]]"
locality,Agartala,rent,Hapania,2 BHK,"₹11,000","₹12,000","₹12,000",1,https://housing.com/rent/flats-for-rent-in-hapania-agartala-P2sayq9dy6ic9zghn,yes,9699,11000,8472,9083,"[[""Apr'25-Jun'25"", 9699], [""July'25-Sept'25"", 8472], [""Oct'25-Dec'25"", 9083], [""Jan'26-Mar'26"", 11000]]"
locality,Agartala,rent,Charipara,2 BHK,"₹12,166","₹12,000","₹12,000",1,https://housing.com/rent/flats-for-rent-in-charipara-agartala-P3j0c4aeate8guldy,yes,,12166,,12333,"[[""Oct'25-Dec'25"", 12333], [""Jan'26-Mar'26"", 12166]]"
locality,Agartala,rent,Usha Bazar,2 BHK,"₹6,500","₹6,500","₹6,500",1,https://housing.com/rent/flats-for-rent-in-usha-bazar-agartala-P41cgs9ugz2hrv0jn,yes,7333,6500,6599,6000,"[[""Apr'25-Jun'25"", 7333], [""July'25-Sept'25"", 6599], [""Oct'25-Dec'25"", 6000], [""Jan'26-Mar'26"", 6500]]"
locality,Agartala,rent,Uttar Champamura,2 BHK,"₹8,000","₹8,000","₹8,000",1,https://housing.com/rent/flats-for-rent-in-uttar-champamura-agartala-P49f397qyuq16cdyz,no,,,,,null
locality,Agartala,rent,Arundhauti Nagar,2 BHK,"₹9,500","₹10,000","₹10,000",1,https://housing.com/rent/flats-for-rent-in-arundhauti-nagar-agartala-P64dm0jvcs2ftb0lg,yes,,9500,10000,9500,"[[""July'25-Sept'25"", 10000], [""Oct'25-Dec'25"", 9500], [""Jan'26-Mar'26"", 9500]]"
locality,Agartala,rent,Charipara,3 BHK,"₹30,000","₹30,000","₹30,000",1,https://housing.com/rent/flats-for-rent-in-charipara-agartala-P3j0c4aeate8guldy,no,,,,,null
locality,Agartala,rent,79 Tilla,3 BHK,"₹20,000","₹20,000","₹20,000",1,https://housing.com/rent/flats-for-rent-in-79-tilla-agartala-P6repsadwucr0lhu,yes,21666,20000,23333,22500,"[[""Apr'25-Jun'25"", 21666], [""July'25-Sept'25"", 23333], [""Oct'25-Dec'25"", 22500], [""Jan'26-Mar'26"", 20000]]"
locality,Agartala,rent,Lichubagan,3 BHK,"₹20,000","₹20,000","₹20,000",1,https://housing.com/rent/flats-for-rent-in-lichubagan-agartala-P12p9xod6kieju6m7,no,,,,,null
locality,Agartala,rent,Jay Nagar,3 BHK,"₹30,000","₹30,000","₹30,000",1,https://housing.com/rent/flats-for-rent-in-jay-nagar-agartala-P5345i959lggiq2r4,no,,,,,null
